Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setEncryptedText(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/input_password""), ""60coEWBzUaguqMoMXWkjBQ=="")",Chrome 120.0.0.0,,,19-12-2023 08:40:34,19-12-2023 08:40:34,"0,529s",PASSED
"click(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/button_Login""))",Chrome 120.0.0.0,,,19-12-2023 08:40:34,19-12-2023 08:40:35,"0,523s",PASSED
"setText(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/input_search""), ""ftxtr7587fo8vx74s5d6trx"")",Chrome 120.0.0.0,,,19-12-2023 08:40:35,19-12-2023 08:40:38,"2,804s",PASSED
"sendKeys(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/input_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,19-12-2023 08:40:38,19-12-2023 08:40:40,"2,608s",PASSED
"verifyElementNotPresent(findTestObject(""SearchValidProduct/Page_Search - TAKEALOT/div_5000 results""), 2)",Chrome 120.0.0.0,,,19-12-2023 08:40:40,19-12-2023 08:40:41,"0,823s",PASSED
Start listener action : sampleAfterTestCase,Chrome 120.0.0.0,,,19-12-2023 08:40:41,19-12-2023 08:40:41,"0,157s",PASSED
,,,,,,,
Test Cases/SearchProduct/SearchProductWithValidKeyword,Chrome 120.0.0.0,,,19-12-2023 08:40:41,19-12-2023 08:40:57,"15,842s",PASSED
Start listener action : sampleBeforeTestCase,Chrome 120.0.0.0,,,19-12-2023 08:40:41,19-12-2023 08:40:47,"5,411s",PASSED
"click(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/a_Login""))",Chrome 120.0.0.0,,,19-12-2023 08:40:47,19-12-2023 08:40:48,"1,283s",PASSED
"setText(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/input_email""), ""nishapathak77@gmail.com"")",Chrome 120.0.0.0,,,19-12-2023 08:40:48,19-12-2023 08:40:50,"1,699s",PASSED
"setEncryptedText(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/input_password""), ""60coEWBzUaguqMoMXWkjBQ=="")",Chrome 120.0.0.0,,,19-12-2023 08:40:50,19-12-2023 08:40:50,"0,504s",PASSED
"click(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/button_Login""))",Chrome 120.0.0.0,,,19-12-2023 08:40:50,19-12-2023 08:40:51,"0,521s",PASSED
"setText(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/input_search""), ""iphone"")",Chrome 120.0.0.0,,,19-12-2023 08:40:51,19-12-2023 08:40:53,"2,524s",PASSED
"sendKeys(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/input_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,19-12-2023 08:40:53,19-12-2023 08:40:56,"2,264s",PASSED
"verifyElementPresent(findTestObject(""SearchValidProduct/Page_Search - TAKEALOT/div_5000 results""), 2)",Chrome 120.0.0.0,,,19-12-2023 08:40:56,19-12-2023 08:40:57,"1,363s",PASSED
Start listener action : sampleAfterTestCase,Chrome 120.0.0.0,,,19-12-2023 08:40:57,19-12-2023 08:40:57,"0,175s",PASSED
